Date,IncidenceOfStatin,PrevalenceOfStatin
2016-11-01,9,1048
2016-11-02,9,949
2016-11-03,5,987
2016-11-04,5,951
2016-11-05,0,25
2016-11-06,0,5
2016-11-07,6,1347
2016-11-08,9,1241
2016-11-09,6,983
2016-11-10,12,916
2016-11-11,11,968
2016-11-12,1,52
2016-11-13,0,1
2016-11-14,13,1344
2016-11-15,12,1187
2016-11-16,11,929
2016-11-17,12,942
2016-11-18,9,1039
2016-11-19,0,19
2016-11-20,0,5
2016-11-21,19,1351
2016-11-22,11,1121
2016-11-23,15,1053
2016-11-24,13,980
2016-11-25,14,1037
2016-11-26,0,18
2016-11-27,0,6
2016-11-28,23,1431
2016-11-29,19,1158
2016-11-30,12,1101
2016-12-01,19,965
2016-12-02,15,1111
2016-12-03,0,20
2016-12-04,0,35
2016-12-05,13,1404
2016-12-06,15,1351
2016-12-07,10,1158
2016-12-08,13,1059
2016-12-09,14,1042
2016-12-10,0,22
2016-12-11,0,21
2016-12-12,12,1543
2016-12-13,18,1482
2016-12-14,13,1264
2016-12-15,16,1199
2016-12-16,6,1273
2016-12-17,0,33
2016-12-18,0,30
2016-12-19,21,1804
2016-12-20,22,1495
2016-12-21,8,1087
2016-12-22,13,893
2016-12-23,11,847
2016-12-24,0,9
2016-12-25,0,16
2016-12-26,0,291
2016-12-27,0,307
2016-12-28,6,1133
2016-12-29,11,937
2016-12-30,12,952
2016-12-31,0,22
2017-01-01,0,3
2017-01-02,0,251
2017-01-03,9,1449
2017-01-04,5,1239
2017-01-05,9,1054
2017-01-06,11,1089
2017-01-07,0,25
2017-01-08,0,6
2017-01-09,12,1342
2017-01-10,4,1237
2017-01-11,6,1129
2017-01-12,12,1100
2017-01-13,17,1129
2017-01-14,0,32
2017-01-15,0,7
2017-01-16,14,1288
2017-01-17,8,1175
2017-01-18,6,1065
2017-01-19,8,960
2017-01-20,7,1073
2017-01-21,0,21
2017-01-22,0,6
2017-01-23,14,1336
2017-01-24,15,1097
2017-01-25,6,935
2017-01-26,10,920
2017-01-27,11,1020
2017-01-28,1,29
2017-01-29,0,3
2017-01-30,13,1355
2017-01-31,11,1208
2017-02-01,12,987
2017-02-02,9,1002
2017-02-03,10,1081
2017-02-04,0,20
2017-02-05,0,9
2017-02-06,18,1547
2017-02-07,11,1203
2017-02-08,9,1085
2017-02-09,18,978
2017-02-10,15,1131
2017-02-11,0,21
2017-02-12,0,9
2017-02-13,7,1348
2017-02-14,14,1091
2017-02-15,14,1119
2017-02-16,12,973
2017-02-17,10,1014
2017-02-18,0,29
2017-02-19,0,7
2017-02-20,17,1460
2017-02-21,8,1059
2017-02-22,8,977
2017-02-23,10,898
2017-02-24,6,1047
2017-02-25,0,32
2017-02-26,0,3
2017-02-27,8,1475
2017-02-28,12,1213
2017-03-01,11,1041
2017-03-02,17,998
2017-03-03,8,1037
2017-03-04,1,25
2017-03-05,0,5
2017-03-06,18,1603
2017-03-07,16,1245
2017-03-08,5,1026
2017-03-09,9,942
2017-03-10,9,1094
2017-03-11,0,25
2017-03-12,0,7
2017-03-13,14,1585
2017-03-14,5,1190
2017-03-15,11,1020
2017-03-16,7,960
2017-03-17,5,996
2017-03-18,0,19
2017-03-19,0,5
2017-03-20,16,1471
2017-03-21,13,1181
2017-03-22,9,1047
2017-03-23,15,956
2017-03-24,10,979
2017-03-25,0,24
2017-03-26,0,4
2017-03-27,14,1513
2017-03-28,14,1284
2017-03-29,9,972
2017-03-30,13,1004
2017-03-31,19,1075
2017-04-01,0,29
2017-04-02,0,9
2017-04-03,12,1641
2017-04-04,10,1393
2017-04-05,7,1112
2017-04-06,9,1026
2017-04-07,10,1119
2017-04-08,0,16
2017-04-09,0,21
2017-04-10,5,1599
2017-04-11,18,1382
2017-04-12,12,987
2017-04-13,9,1095
2017-04-14,0,318
2017-04-15,0,10
2017-04-16,0,5
2017-04-17,0,334
2017-04-18,15,1758
2017-04-19,4,1311
2017-04-20,17,1152
2017-04-21,8,1010
2017-04-22,0,9
2017-04-23,0,4
2017-04-24,11,1542
2017-04-25,8,1290
2017-04-26,8,1180
2017-04-27,9,1192
2017-04-28,11,1216
2017-04-29,2,11
2017-04-30,0,5
2017-05-01,0,287
2017-05-02,14,1699
2017-05-03,8,1383
2017-05-04,9,1156
2017-05-05,12,1195
2017-05-06,0,11
2017-05-07,0,5
2017-05-08,14,1372
2017-05-09,3,1272
2017-05-10,10,1060
2017-05-11,16,991
2017-05-12,1,946
2017-05-13,0,10
2017-05-14,0,5
2017-05-15,15,1483
2017-05-16,14,1225
2017-05-17,9,1117
2017-05-18,10,1104
2017-05-19,7,1147
2017-05-20,0,16
2017-05-21,0,6
2017-05-22,14,1463
2017-05-23,13,1236
2017-05-24,5,1154
2017-05-25,14,1107
2017-05-26,13,1220
2017-05-27,0,8
2017-05-28,0,6
2017-05-29,0,368
2017-05-30,6,1608
2017-05-31,7,1389
2017-06-01,10,1195
2017-06-02,20,1024
2017-06-03,0,14
2017-06-04,0,8
2017-06-05,9,1435
2017-06-06,7,1329
2017-06-07,11,1065
2017-06-08,13,1064
2017-06-09,14,1096
2017-06-10,0,12
2017-06-11,0,4
2017-06-12,12,1399
2017-06-13,9,1186
2017-06-14,6,1043
2017-06-15,16,1072
2017-06-16,18,1108
2017-06-17,0,9
2017-06-18,0,2
2017-06-19,14,1409
2017-06-20,12,1325
2017-06-21,9,1011
2017-06-22,11,1044
2017-06-23,8,1075
2017-06-24,0,14
2017-06-25,0,3
2017-06-26,14,1467
2017-06-27,15,1363
2017-06-28,10,1116
2017-06-29,16,1039
2017-06-30,16,1179
2017-07-01,0,21
2017-07-02,0,3
2017-07-03,12,1452
2017-07-04,13,1348
2017-07-05,10,1112
2017-07-06,9,1013
2017-07-07,8,1059
2017-07-08,1,16
2017-07-09,0,5
2017-07-10,21,1487
2017-07-11,9,1253
2017-07-12,16,1113
2017-07-13,14,1047
2017-07-14,9,1078
2017-07-15,0,14
2017-07-16,0,8
2017-07-17,16,1582
2017-07-18,9,1320
2017-07-19,13,1126
2017-07-20,15,998
2017-07-21,11,1002
2017-07-22,0,15
2017-07-23,0,5
2017-07-24,5,1523
2017-07-25,10,1387
2017-07-26,7,1101
2017-07-27,6,1057
2017-07-28,6,1045
2017-07-29,0,7
2017-07-30,0,3
2017-07-31,11,1596
2017-08-01,15,1319
2017-08-02,9,1074
2017-08-03,20,1051
2017-08-04,12,996
2017-08-05,0,18
2017-08-06,0,8
2017-08-07,13,1587
2017-08-08,16,1350
2017-08-09,9,1078
2017-08-10,14,1030
2017-08-11,13,1028
2017-08-12,0,15
2017-08-13,0,9
2017-08-14,10,1642
2017-08-15,15,1308
2017-08-16,6,1103
2017-08-17,11,1120
2017-08-18,12,1027
2017-08-19,0,12
2017-08-20,0,8
2017-08-21,11,1689
2017-08-22,16,1309
2017-08-23,14,1139
2017-08-24,8,1107
2017-08-25,11,1111
2017-08-26,0,37
2017-08-27,0,12
2017-08-28,0,481
2017-08-29,16,1705
2017-08-30,13,1406
2017-08-31,14,1184
2017-09-01,8,989
2017-09-02,0,24
2017-09-03,0,11
2017-09-04,17,1533
2017-09-05,10,1419
2017-09-06,13,1134
2017-09-07,11,1129
2017-09-08,15,1037
2017-09-09,1,15
2017-09-10,0,11
2017-09-11,12,1461
2017-09-12,10,1377
2017-09-13,7,1209
2017-09-14,12,1074
2017-09-15,5,1042
2017-09-16,0,13
2017-09-17,0,15
2017-09-18,18,1452
2017-09-19,21,1313
2017-09-20,7,1252
2017-09-21,9,1085
2017-09-22,12,1011
2017-09-23,0,15
2017-09-24,0,12
2017-09-25,16,1558
2017-09-26,17,1385
2017-09-27,11,1212
2017-09-28,9,1077
2017-09-29,12,1091
2017-09-30,0,9
2017-10-01,1,14
2017-10-02,15,1549
2017-10-03,11,1261
2017-10-04,13,1225
2017-10-05,11,1107
2017-10-06,15,1101
2017-10-07,0,15
2017-10-08,0,12
2017-10-09,10,1542
2017-10-10,11,1322
2017-10-11,7,1146
2017-10-12,12,1066
2017-10-13,14,1057
2017-10-14,0,8
2017-10-15,0,6
2017-10-16,12,1589
2017-10-17,11,1330
2017-10-18,11,1217
2017-10-19,16,1140
2017-10-20,13,1146
2017-10-21,0,18
2017-10-22,0,12
2017-10-23,9,1521
2017-10-24,12,1447
2017-10-25,10,1072
2017-10-26,16,1080
2017-10-27,12,1100
2017-10-28,0,31
2017-10-29,0,16
2017-10-30,12,1553
2017-10-31,15,1386
2017-11-01,12,1122
2017-11-02,10,1066
2017-11-03,11,1153
2017-11-04,0,10
2017-11-05,0,5
2017-11-06,13,1518
2017-11-07,8,1350
2017-11-08,5,1150
2017-11-09,15,1112
2017-11-10,11,1176
2017-11-11,0,11
2017-11-12,1,8
2017-11-13,14,1691
2017-11-14,7,1301
2017-11-15,11,1167
2017-11-16,13,1078
2017-11-17,16,1118
2017-11-18,0,12
2017-11-19,0,5
2017-11-20,13,1697
2017-11-21,11,1357
2017-11-22,8,1117
2017-11-23,12,1123
2017-11-24,12,1093
2017-11-25,0,17
2017-11-26,0,7
2017-11-27,10,1686
2017-11-28,14,1362
2017-11-29,7,1252
2017-11-30,20,1171
2017-12-01,9,1080
2017-12-02,0,10
2017-12-03,0,6
2017-12-04,8,1704
2017-12-05,15,1434
2017-12-06,13,1247
2017-12-07,15,1137
2017-12-08,7,1036
2017-12-09,1,19
2017-12-10,0,13
2017-12-11,7,1965
2017-12-12,15,1589
2017-12-13,12,1301
2017-12-14,12,1238
2017-12-15,11,1194
2017-12-16,0,56
2017-12-17,0,92
2017-12-18,10,2050
2017-12-19,3,1752
2017-12-20,12,1511
2017-12-21,12,1209
2017-12-22,3,1117
2017-12-23,0,38
2017-12-24,0,21
2017-12-25,0,465
2017-12-26,0,403
2017-12-27,7,1366
2017-12-28,11,1079
2017-12-29,8,1098
2017-12-30,0,13
2017-12-31,0,52
2018-01-01,0,394
2018-01-02,2,1525
2018-01-03,5,1319
2018-01-04,3,1229
2018-01-05,7,1194
2018-01-06,0,38
2018-01-07,0,11
2018-01-08,7,1528
2018-01-09,16,1506
2018-01-10,10,1345
2018-01-11,7,1127
2018-01-12,8,1204
2018-01-13,2,44
2018-01-14,0,6
2018-01-15,13,1452
2018-01-16,8,1330
2018-01-17,7,1240
2018-01-18,10,1206
2018-01-19,15,1131
2018-01-20,0,25
2018-01-21,0,7
2018-01-22,11,1308
2018-01-23,11,1339
2018-01-24,10,1225
2018-01-25,8,993
2018-01-26,11,1103
2018-01-27,0,22
2018-01-28,0,8
2018-01-29,9,1592
2018-01-30,11,1324
2018-01-31,7,1153
2018-02-01,10,1122
2018-02-02,9,1071
2018-02-03,0,16
2018-02-04,0,8
2018-02-05,7,1570
2018-02-06,12,1320
2018-02-07,11,1218
2018-02-08,4,1032
2018-02-09,13,1062
2018-02-10,0,16
2018-02-11,0,15
2018-02-12,18,1569
2018-02-13,8,1383
2018-02-14,12,1247
2018-02-15,6,980
2018-02-16,10,1035
2018-02-17,0,20
2018-02-18,0,7
2018-02-19,9,1592
2018-02-20,12,1257
2018-02-21,17,1150
2018-02-22,9,1011
2018-02-23,10,1028
2018-02-24,0,19
2018-02-25,0,9
2018-02-26,16,1677
2018-02-27,9,1340
2018-02-28,12,1229
2018-03-01,4,1153
2018-03-02,9,1124
2018-03-03,0,14
2018-03-04,0,10
2018-03-05,15,1598
2018-03-06,10,1245
2018-03-07,12,1330
2018-03-08,6,1211
2018-03-09,14,1093
2018-03-10,1,31
2018-03-11,0,10
2018-03-12,7,1624
2018-03-13,11,1314
2018-03-14,9,1209
2018-03-15,7,1145
2018-03-16,11,1053
2018-03-17,0,16
2018-03-18,0,9
2018-03-19,17,1580
2018-03-20,11,1333
2018-03-21,11,1239
2018-03-22,5,1314
2018-03-23,6,1076
2018-03-24,0,15
2018-03-25,1,11
2018-03-26,11,1772
2018-03-27,11,1484
2018-03-28,10,1348
2018-03-29,11,1431
2018-03-30,0,254
2018-03-31,0,6
2018-04-01,0,5
2018-04-02,0,428
2018-04-03,4,1655
2018-04-04,13,1596
2018-04-05,10,1356
2018-04-06,7,1129
2018-04-07,0,8
2018-04-08,0,12
2018-04-09,16,1729
2018-04-10,6,1487
2018-04-11,5,1192
2018-04-12,12,1122
2018-04-13,13,984
2018-04-14,0,38
2018-04-15,0,17
2018-04-16,11,1563
2018-04-17,9,1328
2018-04-18,13,1196
2018-04-19,11,1111
2018-04-20,14,1091
2018-04-21,0,11
2018-04-22,0,9
2018-04-23,14,1615
2018-04-24,8,1362
2018-04-25,3,1260
2018-04-26,6,1139
2018-04-27,9,1018
2018-04-28,0,14
2018-04-29,0,7
2018-04-30,6,1611
2018-05-01,14,1482
2018-05-02,11,1362
2018-05-03,6,1242
2018-05-04,11,1221
2018-05-05,0,16
2018-05-06,0,9
2018-05-07,1,453
2018-05-08,7,1648
2018-05-09,11,1421
2018-05-10,8,1209
2018-05-11,19,1147
2018-05-12,0,13
2018-05-13,0,5
2018-05-14,9,1479
2018-05-15,10,1316
2018-05-16,11,1309
2018-05-17,17,1187
2018-05-18,11,982
2018-05-19,0,21
2018-05-20,0,12
2018-05-21,10,1677
2018-05-22,3,1302
2018-05-23,13,1346
2018-05-24,11,1252
2018-05-25,13,1224
2018-05-26,0,18
2018-05-27,0,10
2018-05-28,0,375
2018-05-29,11,1664
2018-05-30,9,1561
2018-05-31,8,1231
2018-06-01,11,1040
2018-06-02,0,16
2018-06-03,0,16
2018-06-04,12,1678
2018-06-05,10,1517
2018-06-06,12,1308
2018-06-07,10,1181
2018-06-08,8,992
2018-06-09,0,13
2018-06-10,0,5
2018-06-11,8,1547
2018-06-12,9,1373
2018-06-13,10,1263
2018-06-14,8,1155
2018-06-15,6,1061
2018-06-16,0,22
2018-06-17,0,10
2018-06-18,8,1562
2018-06-19,11,1400
2018-06-20,12,1132
2018-06-21,7,1156
2018-06-22,7,1024
2018-06-23,0,17
2018-06-24,0,4
2018-06-25,10,1581
2018-06-26,13,1573
2018-06-27,8,1281
2018-06-28,14,1174
2018-06-29,7,1044
2018-06-30,0,19
2018-07-01,0,8
2018-07-02,11,1674
2018-07-03,10,1400
2018-07-04,10,1194
2018-07-05,8,1240
2018-07-06,8,1034
2018-07-07,0,14
2018-07-08,0,8
2018-07-09,11,1515
2018-07-10,8,1423
2018-07-11,11,1125
2018-07-12,16,1167
2018-07-13,4,1100
2018-07-14,0,14
2018-07-15,0,24
2018-07-16,13,1734
2018-07-17,15,1434
2018-07-18,9,1144
2018-07-19,13,1056
2018-07-20,9,1132
2018-07-21,0,11
2018-07-22,1,6
2018-07-23,7,1764
2018-07-24,12,1430
2018-07-25,14,1250
2018-07-26,9,1074
2018-07-27,6,1166
2018-07-28,0,13
2018-07-29,0,7
2018-07-30,3,1677
2018-07-31,9,1435
2018-08-01,5,1154
2018-08-02,4,1089
2018-08-03,12,1061
2018-08-04,0,15
2018-08-05,0,7
2018-08-06,5,1590
2018-08-07,10,1415
2018-08-08,8,1215
2018-08-09,7,1165
2018-08-10,11,1134
2018-08-11,0,8
2018-08-12,0,20
2018-08-13,8,1656
2018-08-14,8,1522
2018-08-15,6,1213
2018-08-16,6,1052
2018-08-17,9,1157
2018-08-18,0,10
2018-08-19,0,7
2018-08-20,8,1621
2018-08-21,16,1580
2018-08-22,17,1201
2018-08-23,5,1216
2018-08-24,10,1258
2018-08-25,1,10
2018-08-26,0,7
2018-08-27,0,449
2018-08-28,6,1849
2018-08-29,8,1449
2018-08-30,13,1338
2018-08-31,7,1107
2018-09-01,0,13
2018-09-02,0,17
2018-09-03,9,1632
2018-09-04,9,1473
2018-09-05,8,1267
2018-09-06,12,1068
2018-09-07,12,1087
2018-09-08,1,22
2018-09-09,0,6
2018-09-10,13,1624
2018-09-11,14,1464
2018-09-12,9,1173
2018-09-13,10,1193
2018-09-14,9,1069
2018-09-15,1,46
2018-09-16,0,5
2018-09-17,12,1611
2018-09-18,9,1443
2018-09-19,9,1159
2018-09-20,15,1223
2018-09-21,13,1040
2018-09-22,0,9
2018-09-23,0,21
2018-09-24,10,1740
2018-09-25,10,1400
2018-09-26,8,1272
2018-09-27,7,1187
2018-09-28,10,1081
2018-09-29,1,37
2018-09-30,0,14
2018-10-01,8,1663
2018-10-02,8,1460
2018-10-03,9,1193
2018-10-04,11,1158
2018-10-05,6,1156
2018-10-06,0,16
2018-10-07,0,6
2018-10-08,8,1827
2018-10-09,13,1391
2018-10-10,6,1114
2018-10-11,10,1272
2018-10-12,5,1059
2018-10-13,0,18
2018-10-14,0,9
2018-10-15,10,1792
2018-10-16,11,1331
2018-10-17,5,1179
2018-10-18,12,1117
2018-10-19,9,1119
2018-10-20,0,6
2018-10-21,0,5
2018-10-22,19,1951
2018-10-23,10,1388
2018-10-24,13,1215
2018-10-25,9,1073
2018-10-26,9,1034
2018-10-27,0,33
2018-10-28,0,9
2018-10-29,10,1735
2018-10-30,18,1438
2018-10-31,6,1185
2018-11-01,12,1149
2018-11-02,11,1141
2018-11-03,0,48
2018-11-04,0,8
2018-11-05,5,1707
2018-11-06,22,1410
2018-11-07,12,1250
2018-11-08,10,1196
2018-11-09,9,1071
2018-11-10,0,16
2018-11-11,0,9
2018-11-12,9,1733
2018-11-13,12,1477
2018-11-14,10,1190
2018-11-15,10,1128
2018-11-16,12,1048
2018-11-17,0,52
2018-11-18,0,8
2018-11-19,9,1795
2018-11-20,9,1444
2018-11-21,6,1185
2018-11-22,16,1142
2018-11-23,11,1076
2018-11-24,0,62
2018-11-25,0,7
2018-11-26,13,1770
2018-11-27,6,1356
2018-11-28,17,1225
2018-11-29,11,1186
2018-11-30,10,1187
2018-12-01,0,19
2018-12-02,0,8
2018-12-03,6,1871
2018-12-04,6,1529
2018-12-05,7,1145
2018-12-06,9,1265
2018-12-07,9,1183
2018-12-08,0,82
2018-12-09,0,6
2018-12-10,12,1840
2018-12-11,10,1620
2018-12-12,10,1451
2018-12-13,12,1451
2018-12-14,14,1345
2018-12-15,0,60
2018-12-16,0,11
2018-12-17,14,2266
2018-12-18,5,1776
2018-12-19,17,1468
2018-12-20,14,1444
2018-12-21,16,1326
2018-12-22,0,35
2018-12-23,0,6
2018-12-24,6,1347
2018-12-25,0,425
2018-12-26,0,336
2018-12-27,5,1337
2018-12-28,10,1340
2018-12-29,0,24
2018-12-30,0,7
2018-12-31,4,1582
2019-01-01,0,354
2019-01-02,6,1249
2019-01-03,7,1338
2019-01-04,10,1304
2019-01-05,0,33
2019-01-06,0,5
2019-01-07,19,1800
2019-01-08,19,1382
2019-01-09,9,1183
2019-01-10,14,1228
2019-01-11,8,1272
2019-01-12,0,29
2019-01-13,0,15
2019-01-14,16,1746
2019-01-15,14,1369
2019-01-16,5,1262
2019-01-17,8,1169
2019-01-18,10,1177
2019-01-19,1,20
2019-01-20,0,6
2019-01-21,15,1726
2019-01-22,7,1324
2019-01-23,12,1199
2019-01-24,10,1168
2019-01-25,3,1108
2019-01-26,0,22
2019-01-27,0,6
2019-01-28,18,1698
2019-01-29,16,1471
2019-01-30,13,1188
2019-01-31,7,1182
2019-02-01,9,1250
2019-02-02,0,10
2019-02-03,0,5
2019-02-04,12,1716
2019-02-05,18,1514
2019-02-06,10,1398
2019-02-07,17,1210
2019-02-08,10,1285
2019-02-09,0,11
2019-02-10,0,4
2019-02-11,13,1723
2019-02-12,18,1486
2019-02-13,7,1259
2019-02-14,13,1153
2019-02-15,13,1277
2019-02-16,0,49
2019-02-17,0,8
2019-02-18,8,1728
2019-02-19,10,1371
2019-02-20,12,1192
2019-02-21,17,1168
2019-02-22,14,1149
2019-02-23,0,18
2019-02-24,0,4
2019-02-25,13,1695
2019-02-26,11,1385
2019-02-27,11,1379
2019-02-28,7,1231
2019-03-01,7,1224
2019-03-02,0,15
2019-03-03,0,26
2019-03-04,17,1815
2019-03-05,10,1553
2019-03-06,16,1276
2019-03-07,8,1276
2019-03-08,16,1286
2019-03-09,1,16
2019-03-10,0,10
2019-03-11,15,1816
2019-03-12,18,1462
2019-03-13,10,1299
2019-03-14,7,1194
2019-03-15,12,1351
2019-03-16,0,15
2019-03-17,0,7
2019-03-18,18,1752
2019-03-19,15,1392
2019-03-20,9,1164
2019-03-21,11,1198
2019-03-22,10,1195
2019-03-23,0,10
2019-03-24,0,5
2019-03-25,19,1760
2019-03-26,14,1532
2019-03-27,11,1224
2019-03-28,10,1223
2019-03-29,6,1254
2019-03-30,0,15
2019-03-31,0,10
2019-04-01,16,1845
2019-04-02,10,1510
2019-04-03,15,1256
2019-04-04,12,1268
2019-04-05,15,1174
2019-04-06,0,14
2019-04-07,0,6
2019-04-08,6,1899
2019-04-09,16,1567
2019-04-10,10,1397
2019-04-11,6,1255
2019-04-12,14,1304
2019-04-13,0,10
2019-04-14,0,6
2019-04-15,11,1890
2019-04-16,11,1633
2019-04-17,11,1404
2019-04-18,11,1452
2019-04-19,0,342
2019-04-20,0,8
2019-04-21,0,13
2019-04-22,0,426
2019-04-23,7,2014
2019-04-24,9,1616
2019-04-25,11,1432
2019-04-26,9,1250
2019-04-27,0,22
2019-04-28,0,10
2019-04-29,7,1723
2019-04-30,12,1594
2019-05-01,14,1454
2019-05-02,13,1371
2019-05-03,11,1365
2019-05-04,0,7
2019-05-05,0,4
2019-05-06,0,340
2019-05-07,9,2003
2019-05-08,20,1610
2019-05-09,9,1370
2019-05-10,11,1299
2019-05-11,0,8
2019-05-12,0,7
2019-05-13,11,1707
2019-05-14,7,1577
2019-05-15,4,1308
2019-05-16,9,1167
2019-05-17,16,1302
2019-05-18,0,15
2019-05-19,0,24
2019-05-20,9,1796
2019-05-21,5,1432
2019-05-22,14,1395
2019-05-23,7,1392
2019-05-24,16,1519
2019-05-25,0,6
2019-05-26,0,8
2019-05-27,0,354
2019-05-28,11,1949
2019-05-29,14,1532
2019-05-30,12,1375
2019-05-31,9,1289
2019-06-01,0,22
2019-06-02,0,7
2019-06-03,12,1652
2019-06-04,6,1482
2019-06-05,11,1385
2019-06-06,11,1320
2019-06-07,12,1342
2019-06-08,0,9
2019-06-09,0,16
2019-06-10,15,1666
2019-06-11,8,1541
2019-06-12,11,1164
2019-06-13,9,1321
2019-06-14,13,1612
2019-06-15,0,8
2019-06-16,0,7
2019-06-17,12,1689
2019-06-18,8,1394
2019-06-19,10,1197
2019-06-20,13,1224
2019-06-21,12,1272
2019-06-22,1,10
2019-06-23,0,16
2019-06-24,15,1716
2019-06-25,13,1532
2019-06-26,8,1175
2019-06-27,11,1186
2019-06-28,6,1267
2019-06-29,2,13
2019-06-30,0,7
2019-07-01,6,1787
2019-07-02,10,1516
2019-07-03,14,1316
2019-07-04,12,1311
2019-07-05,10,1268
2019-07-06,0,14
2019-07-07,0,7
2019-07-08,9,1865
2019-07-09,9,1426
2019-07-10,8,1251
2019-07-11,8,1287
2019-07-12,17,1299
2019-07-13,0,12
2019-07-14,0,7
2019-07-15,10,1794
2019-07-16,14,1542
2019-07-17,11,1280
2019-07-18,9,1268
2019-07-19,7,1276
2019-07-20,0,11
2019-07-21,0,5
2019-07-22,7,1854
2019-07-23,14,1394
2019-07-24,10,1195
2019-07-25,11,1286
2019-07-26,5,1315
2019-07-27,0,8
2019-07-28,0,8
2019-07-29,7,1863
2019-07-30,12,1537
2019-07-31,12,1318
2019-08-01,15,1372
2019-08-02,10,1245
2019-08-03,2,11
2019-08-04,0,24
2019-08-05,6,1794
2019-08-06,14,1536
2019-08-07,8,1215
2019-08-08,5,1246
2019-08-09,9,1234
2019-08-10,1,18
2019-08-11,0,18
2019-08-12,6,1797
2019-08-13,7,1502
2019-08-14,12,1297
2019-08-15,7,1211
2019-08-16,21,1228
2019-08-17,0,9
2019-08-18,0,23
2019-08-19,14,1914
2019-08-20,10,1558
2019-08-21,14,1393
2019-08-22,7,1229
2019-08-23,8,1366
2019-08-24,0,11
2019-08-25,0,10
2019-08-26,0,527
2019-08-27,11,1878
2019-08-28,10,1644
2019-08-29,11,1333
2019-08-30,7,1287
2019-08-31,0,6
2019-09-01,0,35
2019-09-02,2,1750
2019-09-03,8,1542
2019-09-04,10,1338
2019-09-05,5,1227
2019-09-06,12,1324
2019-09-07,0,6
2019-09-08,0,16
2019-09-09,8,1847
2019-09-10,10,1570
2019-09-11,13,1230
2019-09-12,18,1200
2019-09-13,4,1375
2019-09-14,0,21
2019-09-15,0,5
2019-09-16,11,1619
2019-09-17,9,1595
2019-09-18,8,1200
2019-09-19,12,1165
2019-09-20,11,1355
2019-09-21,0,8
2019-09-22,0,4
2019-09-23,7,1876
2019-09-24,15,1454
2019-09-25,8,1285
2019-09-26,9,1216
2019-09-27,9,1434
2019-09-28,0,12
2019-09-29,0,3
2019-09-30,12,1768
2019-10-01,17,1481
2019-10-02,12,1339
2019-10-03,10,1286
2019-10-04,9,1365
2019-10-05,0,13
2019-10-06,0,17
2019-10-07,13,1735
2019-10-08,13,1477
2019-10-09,8,1337
2019-10-10,13,1298
2019-10-11,12,1257
2019-10-12,1,19
2019-10-13,0,29
2019-10-14,13,1784
2019-10-15,8,1344
2019-10-16,10,1218
2019-10-17,14,1389
2019-10-18,10,1386
2019-10-19,0,13
2019-10-20,0,8
2019-10-21,10,1807
2019-10-22,6,1440
2019-10-23,5,1216
2019-10-24,15,1335
2019-10-25,15,1291
2019-10-26,0,21
2019-10-27,0,39
2019-10-28,8,1778
2019-10-29,11,1591
2019-10-30,8,1262
2019-10-31,11,1350
2019-11-01,18,1339
2019-11-02,0,15
2019-11-03,0,14
2019-11-04,8,1756
2019-11-05,7,1507
2019-11-06,11,1309
2019-11-07,9,1207
2019-11-08,9,1294
2019-11-09,0,61
2019-11-10,1,15
2019-11-11,10,1725
2019-11-12,15,1617
2019-11-13,15,1279
2019-11-14,4,1191
2019-11-15,11,1349
2019-11-16,0,45
2019-11-17,0,35
2019-11-18,13,1635
2019-11-19,12,1547
2019-11-20,11,1472
2019-11-21,15,1217
2019-11-22,14,1400
2019-11-23,0,15
2019-11-24,0,36
2019-11-25,12,1739
2019-11-26,17,1508
2019-11-27,16,1330
2019-11-28,14,1398
2019-11-29,8,1397
2019-11-30,0,38
2019-12-01,0,9
2019-12-02,19,1706
2019-12-03,12,1573
2019-12-04,12,1392
2019-12-05,11,1329
2019-12-06,6,1484
2019-12-07,0,17
2019-12-08,0,4
2019-12-09,4,1705
2019-12-10,16,1595
2019-12-11,8,1337
2019-12-12,9,1468
2019-12-13,8,1525
2019-12-14,0,28
2019-12-15,0,61
2019-12-16,8,2165
2019-12-17,7,1842
2019-12-18,12,1768
2019-12-19,13,1621
2019-12-20,12,1584
2019-12-21,0,20
2019-12-22,1,45
2019-12-23,8,1717
2019-12-24,6,1185
2019-12-25,0,383
2019-12-26,1,376
2019-12-27,3,1432
2019-12-28,0,12
2019-12-29,0,19
2019-12-30,8,1828
2019-12-31,9,1488
2020-01-01,0,297
2020-01-02,10,1299
2020-01-03,10,1488
2020-01-04,0,28
2020-01-05,0,17
2020-01-06,11,1820
2020-01-07,14,1810
2020-01-08,11,1298
2020-01-09,6,1214
2020-01-10,13,1445
2020-01-11,0,17
2020-01-12,0,10
2020-01-13,9,1872
2020-01-14,14,1597
2020-01-15,15,1350
2020-01-16,10,1233
2020-01-17,6,1347
2020-01-18,0,18
2020-01-19,0,45
2020-01-20,15,1784
2020-01-21,10,1552
2020-01-22,11,1279
2020-01-23,11,1215
2020-01-24,19,1261
2020-01-25,1,25
2020-01-26,0,38
2020-01-27,9,1714
2020-01-28,11,1444
2020-01-29,10,1182
2020-01-30,11,1241
2020-01-31,13,1294
2020-02-01,0,19
2020-02-02,0,46
2020-02-03,12,1766
2020-02-04,20,1634
2020-02-05,10,1368
2020-02-06,11,1447
2020-02-07,12,1287
2020-02-08,0,20
2020-02-09,1,44
2020-02-10,20,1767
2020-02-11,9,1572
